trade_id,market_id,token_id,outcome,entry_date,exit_date,entry_price,exit_price,size,pnl,return_pct,holding_period_days,reason
130,1114203,63936500481663834926944960788933316943382552476637487906998029827305407706287,No,2026-02-01,2026-02-02,0.655,0.705,-47.0,-2.349999999999998,0.0,1,Market resolved
131,1060078,80310316334570144651468235744434303510420375889523017220140849038790784956644,No,2026-02-01,2026-02-02,0.345,0.42,90.0,6.75,21.73913043478261,1,Market resolved
132,1060079,84179647029696184569295249591902766504666878402456968340436905262047026883194,No,2026-02-01,2026-02-02,0.9995,0.9995,-31.0,0.0,0.0,1,Market resolved
133,1270849,21473991355572583236763427115778928787443975925369553498246184270240681961217,No,2026-02-01,2026-02-02,0.24,0.085,129.0,-19.994999999999997,-64.58333333333333,1,Market resolved
134,1273325,64287188897659170690004748075804681748754174414418841185372046796271852451756,No,2026-02-01,2026-02-02,0.58,0.32,53.0,-13.779999999999998,-44.82758620689655,1,Market resolved
135,1249141,106396966417057951569060810559007144920944647642220705670417093954955492126873,No,2026-02-01,2026-02-02,0.9995,0.9995,-31.0,0.0,0.0,1,Market resolved
136,1006892,58719878550625298503107256203979685198416062590647075610592705883102153544406,No,2026-02-01,2026-02-02,0.51,0.615,59.0,6.194999999999997,20.588235294117634,1,Market resolved
137,1006891,5981467167337369508445338583735097462549984441837264656582884574156154873607,No,2026-02-01,2026-02-02,0.9995,0.9995,-30.0,0.0,0.0,1,Market resolved
138,1249612,114888090295963914109351233673050855877211364813285873821519059747395932553280,No,2026-02-01,2026-02-02,0.875,0.92,-34.0,-1.5300000000000011,0.0,1,Market resolved
139,573826,47582783118267191633152911212012788210273653809282862153061153197881397810399,No,2026-02-01,2026-02-02,0.91,0.92,-23.0,-0.23000000000000043,0.0,1,Market resolved
140,573826,47582783118267191633152911212012788210273653809282862153061153197881397810399,No,2026-02-02,2026-02-03,0.92,0.92,-23.0,0.0,0.0,1,Market resolved
141,573826,47582783118267191633152911212012788210273653809282862153061153197881397810399,No,2026-02-03,2026-02-04,0.92,0.92,-23.0,0.0,0.0,1,Market resolved
142,573826,47582783118267191633152911212012788210273653809282862153061153197881397810399,No,2026-02-04,2026-02-05,0.92,0.92,-23.0,0.0,0.0,1,Market resolved
143,1199464,38256557256947093434299632308476679680224484241129949820688330118229171403583,No,2026-01-19,2026-02-06,0.355,0.0005,27.0,-9.571499999999999,-99.85915492957747,18,Market resolved
144,1336694,110659942586695176084292147390117709623667166139161259994082582485210208343778,No,2026-02-04,2026-02-06,0.645,0.9995,-38.0,-13.471,0.0,2,Market resolved
145,573826,47582783118267191633152911212012788210273653809282862153061153197881397810399,No,2026-02-05,2026-02-06,0.92,0.91,-23.0,0.23000000000000043,0.0,1,Market resolved
146,573826,47582783118267191633152911212012788210273653809282862153061153197881397810399,No,2026-02-06,2026-02-07,0.92,0.91,-24.0,0.240000000000002,0.0,1,Market resolved
147,1336694,110659942586695176084292147390117709623667166139161259994082582485210208343778,No,2026-02-06,2026-02-07,0.996,0.9995,-19.0,-0.06650000000000134,0.0,1,Market resolved
148,573826,47582783118267191633152911212012788210273653809282862153061153197881397810399,No,2026-02-07,2026-02-08,0.91,0.9725,-24.0,-1.5,0.0,1,Market resolved
149,1336694,110659942586695176084292147390117709623667166139161259994082582485210208343778,No,2026-02-07,2026-02-08,0.9995,0.9995,-26.0,0.0,0.0,1,Market resolved
150,573826,47582783118267191633152911212012788210273653809282862153061153197881397810399,No,2026-02-08,2026-02-09,0.91,0.931,-18.0,-0.37800000000000367,0.0,1,Market resolved
151,1198423,10832696757358093775468120009000761778513405247768868107262967513475277652998,No,2026-02-09,2026-02-10,0.775,0.805,-12.0,-0.35999999999999943,0.0,1,Market resolved
152,1320793,55823505712250773829843086215809661787295660306087828099782847325808746995742,No,2026-02-09,2026-02-10,0.855,0.885,-11.0,-0.33000000000000007,0.0,1,Market resolved
153,1273610,82502710596437163348308378521149082521990735368840065096352406278737871407553,No,2026-02-09,2026-02-10,0.935,0.9735,-10.0,-0.384999999999998,0.0,1,Market resolved
154,1360603,115482825077496947453422019426840001471801072666195154968969554372036343377874,No,2026-02-09,2026-02-10,0.925,0.9995,-10.0,-0.745000000000001,0.0,1,Market resolved
155,1360606,13426327188410544600659940420628002519816853671560149479044459621691916276034,No,2026-02-09,2026-02-10,0.925,0.9875,-10.0,-0.625,0.0,1,Market resolved
156,1360604,7743874682153238072594697615998992618668601584190166593546864619330788189896,No,2026-02-09,2026-02-10,0.925,0.9935,-10.0,-0.6850000000000005,0.0,1,Market resolved
157,573826,47582783118267191633152911212012788210273653809282862153061153197881397810399,No,2026-02-09,2026-02-10,0.973,0.936,-17.0,0.6289999999999996,0.0,1,Market resolved
158,1198423,10832696757358093775468120009000761778513405247768868107262967513475277652998,No,2026-02-10,2026-02-11,0.775,0.835,-10.0,-0.5999999999999996,0.0,1,Market resolved
159,1320793,55823505712250773829843086215809661787295660306087828099782847325808746995742,No,2026-02-10,2026-02-11,0.855,0.925,-9.0,-0.6300000000000008,0.0,1,Market resolved
160,1273610,82502710596437163348308378521149082521990735368840065096352406278737871407553,No,2026-02-10,2026-02-11,0.945,0.9865,-8.0,-0.33200000000000074,0.0,1,Market resolved
161,1360603,115482825077496947453422019426840001471801072666195154968969554372036343377874,No,2026-02-10,2026-02-11,0.9885,0.9995,-8.0,-0.08800000000000008,0.0,1,Market resolved
